age,weight,mane_color,health,alpha
17,190.096,Blonde,Great,0
19,204.418,Dark Brown,Great,1
7,214.615,Sandy,Excelent,0
2,202.58,Dark Brown,Excelent,0
16,192.593,Sandy,Great,0
8,180.413,Reddish-Brown,Excelent,0
13,225.423,Blonde with Dark Tips,Good,0
7,210.073,Sandy,Excelent,0
14,184.753,Blonde,Good,0
28,176.488,Blonde with Dark Tips,Great,0
14,214.935,Dark Brown,Poor,0
10,211.383,Dark Brown,Great,1
29,212.835,Blonde,Excelent,0
25,227.957,Blonde with Dark Tips,Great,0
19,215.201,Reddish-Brown,Good,0
25,203.897,Sandy,Great,0
9,195.926,Black,Good,0
5,178.164,Reddish-Brown,Excelent,0
21,200.546,Sandy,Great,0
21,217.5,Blonde,Poor,0
20,220.361,Blonde with Dark Tips,Great,0
11,226.378,Blonde with Dark Tips,Great,0
1,209.035,Blonde,Excelent,0
7,194.547,Blonde,Great,0
11,194.725,Sandy,Great,0
22,198.201,Blonde,Good,0
11,215.869,Blonde,Excelent,0
7,216.945,Blonde,Excelent,0
21,199.114,Blonde with Dark Tips,Good,0
24,193.511,Sandy,Good,0
23,182.567,Blonde,Excelent,0
11,170.14,Dark Brown,Great,0
1,197.781,Blonde,Poor,0
15,179.36,Reddish-Brown,Good,0
7,204.229,Sandy,Excelent,0
14,173.791,Blonde,Good,0
16,222.161,Reddish-Brown,Great,0
10,198.677,Reddish-Brown,Great,0
30,192.234,Reddish-Brown,Great,0
9,205.4,Black,Good,0
22,188.751,Dark Brown,Great,0
23,182.018,Blonde with Dark Tips,Poor,0
7,171.233,Blonde,Good,0
18,204.264,Blonde with Dark Tips,Great,0
19,175.616,Blonde,Good,0
11,178.519,Sandy,Good,0
15,216.231,Blonde,Excelent,0
6,200.787,Reddish-Brown,Great,0
14,186.317,Blonde with Dark Tips,Good,0
11,177.19,Sandy,Great,0
22,207.851,Black,Good,0
3,184.856,Black,Great,0
28,222.663,Blonde with Dark Tips,Excelent,0
17,192.344,Sandy,Great,0
6,196.711,Dark Brown,Excelent,0
1,229.279,Blonde with Dark Tips,Great,0
29,188.147,Reddish-Brown,Excelent,0
8,214.346,Blonde,Good,0
24,184.477,Blonde with Dark Tips,Good,0
19,175.304,Blonde with Dark Tips,Excelent,0
1,178.696,Blonde with Dark Tips,Excelent,0
26,177.914,Blonde,Excelent,0
9,179.793,Blonde,Good,0
2,181.67,Blonde,Good,0
4,214.535,Blonde,Poor,0
23,178.248,Reddish-Brown,Poor,0
17,204.325,Reddish-Brown,Great,1
2,171.217,Blonde,Excelent,0
14,224.27,Reddish-Brown,Good,0
6,187.242,Blonde with Dark Tips,Great,0
22,220.781,Dark Brown,Excelent,0
25,181.905,Blonde,Excelent,0
13,176.236,Blonde,Great,0
8,207.745,Blonde,Great,0
6,212.568,Blonde with Dark Tips,Good,0
15,195.859,Sandy,Excelent,0
21,180.507,Sandy,Good,0
7,196.293,Sandy,Great,0
12,214.721,Blonde,Excelent,0
15,194.014,Blonde with Dark Tips,Good,0
27,212.204,Blonde,Excelent,0
17,217.896,Reddish-Brown,Poor,0
21,191.35,Blonde,Good,0
15,205.025,Dark Brown,Good,0
10,208.922,Blonde,Great,0
30,224.675,Black,Great,0
4,179.411,Blonde,Great,0
7,213.155,Blonde,Great,0
9,188.824,Dark Brown,Good,0
26,227.047,Blonde,Excelent,0
17,211.326,Blonde,Great,0
19,206.168,Blonde,Good,0
17,174.383,Black,Poor,0
23,199.243,Black,Good,0
6,218.771,Blonde,Good,0
3,217.125,Sandy,Good,0
13,171.208,Blonde with Dark Tips,Excelent,0
20,223.622,Blonde with Dark Tips,Great,0
19,200.063,Reddish-Brown,Excelent,0
6,197.184,Black,Poor,0
15,201.721,Blonde with Dark Tips,Poor,0
21,177.247,Dark Brown,Excelent,0
18,200.136,Blonde,Good,0
13,218.841,Sandy,Good,0
12,172.061,Sandy,Excelent,0
21,208.657,Sandy,Good,0
27,202.653,Blonde,Good,0
18,220.705,Blonde with Dark Tips,Poor,0
17,172.136,Blonde,Poor,0
9,210.142,Blonde,Excelent,0
19,216.5,Sandy,Great,0
8,226.039,Blonde with Dark Tips,Great,0
2,222.755,Blonde,Good,0
1,195.781,Blonde,Poor,0
15,212.491,Blonde with Dark Tips,Good,0
5,170.398,Blonde with Dark Tips,Good,0
13,192.848,Blonde with Dark Tips,Poor,0
15,203.838,Black,Poor,0
22,191.647,Black,Good,0
29,225.145,Blonde,Excelent,0
1,201.68,Blonde,Great,0
10,212.091,Sandy,Good,0
29,173.117,Reddish-Brown,Good,0
4,216.616,Blonde,Good,0
6,203.547,Blonde,Great,0
24,196.011,Blonde,Excelent,0
21,199.908,Blonde,Excelent,0
15,193.82,Sandy,Good,0
20,217.474,Dark Brown,Excelent,0
11,221.203,Blonde,Great,0
15,199.902,Dark Brown,Great,0
23,227.238,Sandy,Great,0
18,193.867,Blonde,Poor,0
