age,weight,mane_color,health,alpha
18,220.823,Blonde,Good,0
3,207.111,Black,Great,0
27,209.49,Blonde,Great,0
7,198.635,Blonde with Dark Tips,Great,0
14,209.95,Blonde,Great,0
2,229.053,Blonde with Dark Tips,Excelent,0
29,183.809,Reddish-Brown,Good,0
6,181.752,Reddish-Brown,Poor,0
11,197.48,Dark Brown,Good,0
10,192.611,Sandy,Excelent,0
18,214.015,Sandy,Excelent,0
7,218.453,Blonde,Good,0
7,212.465,Dark Brown,Excelent,0
21,180.26,Sandy,Good,0
9,185.5,Blonde,Great,0
7,185.557,Black,Great,0
25,204.433,Dark Brown,Great,0
11,188.276,Dark Brown,Excelent,0
5,172.465,Dark Brown,Great,0
1,192.82,Dark Brown,Great,0
10,219.326,Reddish-Brown,Good,0
24,189.409,Blonde,Excelent,0
25,174.47,Dark Brown,Good,0
16,200.229,Blonde with Dark Tips,Great,0
3,199.966,Dark Brown,Good,0
26,187.533,Black,Great,0
9,218.436,Reddish-Brown,Great,0
1,171.191,Blonde with Dark Tips,Great,0
7,212.784,Blonde,Good,0
28,213.112,Blonde,Great,0
25,218.244,Blonde with Dark Tips,Poor,0
2,195.314,Reddish-Brown,Good,0
22,214.169,Black,Great,0
13,204.396,Black,Great,0
19,174.96,Black,Great,0
9,179.472,Blonde,Good,0
27,174.354,Sandy,Poor,0
16,176.427,Dark Brown,Poor,0
25,183.279,Black,Good,0
30,195.032,Blonde with Dark Tips,Excelent,0
6,198.74,Blonde,Great,0
8,204.963,Sandy,Good,0
8,205.226,Blonde,Great,0
1,173.356,Black,Great,0
11,223.777,Blonde with Dark Tips,Poor,0
26,174.582,Blonde with Dark Tips,Good,0
10,210.662,Blonde,Poor,0
6,220.935,Reddish-Brown,Great,0
16,226.033,Blonde with Dark Tips,Great,0
10,209.047,Sandy,Good,0
19,213.025,Sandy,Poor,0
25,220.034,Blonde with Dark Tips,Excelent,0
14,205.551,Sandy,Good,0
19,214.786,Sandy,Poor,0
21,189.28,Sandy,Great,0
6,227.738,Blonde,Good,0
28,225.679,Blonde with Dark Tips,Good,0
29,217.852,Sandy,Great,0
5,212.923,Blonde,Poor,0
24,226.483,Blonde,Poor,0
2,189.998,Blonde with Dark Tips,Excelent,0
23,198.219,Blonde with Dark Tips,Excelent,0
30,174.688,Blonde,Excelent,0
30,223.029,Sandy,Great,0
6,202.548,Sandy,Poor,0
17,227.696,Blonde with Dark Tips,Good,0
8,226.431,Blonde,Good,0
3,176.065,Sandy,Excelent,0
15,193.628,Sandy,Good,0
6,186.952,Sandy,Excelent,0
26,205.258,Black,Good,0
14,209.321,Dark Brown,Great,1
17,188.697,Blonde,Great,0
9,180.646,Blonde with Dark Tips,Excelent,0
19,170.877,Dark Brown,Great,0
14,209.912,Blonde,Great,0
8,212.608,Sandy,Excelent,0
24,193.615,Reddish-Brown,Excelent,0
27,207.325,Dark Brown,Good,0
1,207.548,Black,Great,0
21,200.599,Blonde with Dark Tips,Great,0
5,183.772,Sandy,Poor,0
13,178.046,Reddish-Brown,Good,0
1,228.282,Sandy,Poor,0
11,174.098,Reddish-Brown,Good,0
2,223.283,Blonde with Dark Tips,Great,0
25,188.454,Blonde,Great,0
8,182.529,Blonde with Dark Tips,Good,0
1,205.215,Blonde with Dark Tips,Excelent,0
8,215.424,Black,Excelent,0
12,177.315,Sandy,Great,0
25,179.594,Blonde with Dark Tips,Great,0
17,202.735,Blonde with Dark Tips,Good,0
1,200.7,Blonde,Excelent,0
22,200.502,Blonde with Dark Tips,Good,0
22,182.774,Reddish-Brown,Good,0
23,208.228,Sandy,Excelent,0
20,217.31,Blonde with Dark Tips,Great,0
1,200.486,Black,Great,0
23,172.254,Blonde,Good,0
9,191.543,Blonde,Excelent,0
21,186.333,Dark Brown,Poor,0
11,170.792,Black,Great,0
13,172.647,Sandy,Excelent,0
13,196.514,Black,Good,0
23,178.921,Blonde with Dark Tips,Good,0
9,191.107,Sandy,Excelent,0
28,177.847,Sandy,Great,0
13,179.488,Dark Brown,Great,0
25,183.646,Blonde,Great,0
13,225.599,Sandy,Great,0
10,174.36,Blonde with Dark Tips,Excelent,0
4,224.236,Blonde with Dark Tips,Good,0
29,178.727,Blonde,Great,0
28,172.243,Blonde with Dark Tips,Great,0
18,184.338,Blonde with Dark Tips,Excelent,0
17,199.998,Black,Good,0
26,201.743,Sandy,Good,0
19,192.349,Black,Excelent,0
5,179.661,Black,Great,0
26,193.795,Sandy,Excelent,0
23,184.322,Blonde,Good,0
19,170.169,Sandy,Good,0
24,172.423,Sandy,Poor,0
30,213.538,Blonde,Great,0
3,212.632,Sandy,Great,0
24,217.02,Blonde with Dark Tips,Great,0
28,201.166,Dark Brown,Good,0
17,206.454,Blonde with Dark Tips,Poor,0
12,180.653,Reddish-Brown,Great,0
24,179.673,Reddish-Brown,Great,0
18,180.428,Blonde with Dark Tips,Good,0
15,189.374,Reddish-Brown,Great,0
5,220.856,Reddish-Brown,Poor,0
1,180.758,Sandy,Good,0
11,200.191,Blonde,Great,0
4,212.663,Blonde with Dark Tips,Great,0
30,189.858,Sandy,Excelent,0
22,208.371,Sandy,Good,0
28,225.706,Blonde with Dark Tips,Great,0
1,220.982,Blonde,Great,0
5,185.557,Sandy,Good,0
14,205.874,Blonde,Great,0
15,176.963,Sandy,Excelent,0
29,208.097,Reddish-Brown,Poor,0
19,181.959,Sandy,Good,0
24,214.732,Black,Great,0
17,209.257,Blonde,Good,0
16,176.366,Dark Brown,Great,0
20,219.401,Sandy,Poor,0
15,192.537,Reddish-Brown,Poor,0
4,174.468,Blonde,Excelent,0
3,198.337,Blonde,Good,0
11,221.97,Sandy,Great,0
27,202.112,Blonde,Great,0
23,195.814,Black,Poor,0
20,184.587,Sandy,Great,0
15,229.068,Blonde,Good,0
29,189.729,Blonde,Excelent,0
15,211.035,Blonde,Poor,0
30,214.023,Black,Great,0
28,208.313,Blonde with Dark Tips,Great,0
21,195.866,Dark Brown,Good,0
13,204.93,Blonde,Great,0
26,179.137,Blonde,Great,0
24,183.044,Black,Great,0
24,175.285,Black,Poor,0
12,224.253,Sandy,Great,0
8,205.684,Blonde,Good,0
12,204.608,Blonde,Great,0
18,229.061,Dark Brown,Great,0
16,194.226,Sandy,Good,0
16,179.333,Blonde,Poor,0
4,188.757,Black,Great,0
29,193.462,Sandy,Great,0
23,188.938,Blonde with Dark Tips,Great,0
9,229.732,Reddish-Brown,Great,0
4,222.581,Black,Great,0
